Group.1	P32DA1	P32DA2	P32DA3	P32DB1	P32DB2	P32DB3	P32HA1	P32HA2	P32HA3	P32HB1	P32HB2	P32HB3	P60DA1	P60DA2	P60DA3	P60DB1	P60DB2	P60DB3	P60HA1	P60HA2	P60HA3	P60HB1	P60HB2	P60HB3
Cova1	236.69	122.145	542.345	392.149	59.497	580.401	474.552	198.202	469.245	293.438	267.954	398.126	283.635	314.078	395.899	354.246	503.143	522.356	182.847	412.55	460.601	298.229	381.637	574.304
Cox15	6950.468	1892.894	5246.563	7094.508	2388.111	4773.712	4365.891	1794.251	8133.067	5806.909	1756.329	7136.265	6506.218	3517.206	9746.75	5953.961	3639.536	8290.353	6304.079	3329.571	9454.45	6393.363	3592.62	7619.717
Cox17	10792.102	2443.159	9310.369	9359.573	4144.418	7844.164	11837.569	4637.312	8452.567	15125.037	3810.401	7011.601	9326.084	4844.91	9596.329	7811.404	2556.498	6469.015	13431.819	3378.326	8836.653	7480.27	3660.723	7026.357
Cox4i1	22971.753	25308.486	29962.133	21378.858	25960.175	29803.264	23911.423	29222.679	30776.901	26787.912	28542.385	29434.945	26766.189	27621.078	29299.497	24302.895	20844.174	25469.705	32287.463	26566.545	33517.661	26527.759	25201.555	30232.914
Cox4i2	149.689	889.386	1237.547	161.426	997.809	1284.501	186.897	1039.176	522.452	246.887	990.686	605.003	168.685	718.526	1131.997	182.065	636.88	308.054	288.38	912.735	614.57	187.703	980.972	497.251
Cox4nb	3106.681	7005.401	11150.54	3960.548	9897.361	12108.892	6694.475	6811.738	8343.649	6276.729	6843.442	9549.426	3555.969	5115.141	11727.503	3893.805	5742.84	8833.998	3772.761	5747.757	7516.894	3512.655	6452.815	8861.962
Cox5a	25419.72	28320.115	33823.581	21677.176	29331.346	31327.523	23433.068	33105.562	34771.778	28258.923	31452.685	29674.517	26251.876	30676.087	34046.194	22507.167	30044.936	26452.388	32645.713	31704.498	36322.307	26007.359	31316.506	30339.023
Cox5b	30207.898	23058.243	28703.864	27698.162	26964.342	29867.152	31458.811	30680.523	34479.055	34329.507	28835.316	29314.785	30756.131	30086.289	30947.318	26871.784	21252.164	26544.132	36402.658	26273.799	34419.965	28877.998	25459.151	31158.858
Cox6a1	28891.622	26179.582	31399.492	26549.006	28253.325	32172.377	28298.099	35433.203	34107.787	37489.152	31870.289	30899.437	28552.652	24228.517	35535.276	24863.611	39013.552	33391.999	37763.553	34072.618	37585.088	28391.088	35121.56	35511.469
Cox6a2	122.144	282.68	939.588	168.621	850.555	994.458	431.346	226.662	190.713	730.909	307.607	289.768	208.078	173.066	647.503	258.259	894.156	562.044	221.634	195.47	163.329	271.08	629.369	506.18
Cox6b2	940.051	891.139	1412.25	1467.849	3052.214	2282.072	2490.313	1285.006	1130.802	3758.561	2383.076	1684.73	1130.153	1214.526	2407.299	1521.169	3215.049	1875.196	1100.443	1288.707	939.556	1523.533	2406.194	1936.962
Cox6c	20482.162	11036.859	25463.199	17949.198	16002.239	25878.15	19276.571	15781.98	27209.377	25623.414	16185.417	24476.274	23312.467	20680.769	24752.569	20325.245	12453.212	20999.772	28576.82	12768.907	26809.184	22578.163	13118.637	23700.288
Cox6c1	1048.312	2497.615	4008.608	529.651	3703.418	3590.929	603.271	4153.195	3641.285	1934.422	3992.557	3364.035	2224.874	3407.872	2467.122	1259.252	2377.146	2238.683	3442.135	2959.988	3358.175	2900.636	3245.457	2676.173
Cox7a2	17595.35	20829.745	30547.354	14492.637	25036.373	28580.13	19462.838	29032.906	32463.328	23269.138	26992.5	25012.292	18383.88	25295.823	31014.548	13977.552	21647.993	22682.43	23311.778	25724.515	33189.595	15901.095	24310.43	27726.731
Cox7a2l	9158.243	19439.396	16571.71	8847.418	19614.066	15319.898	12074.265	21390.094	12308.986	12538.459	19953.06	12052.889	10017.646	12819.19	16049.201	9245.194	20422.588	9622.614	11294.94	21565.267	13258.842	9093.857	19290.279	12236.18
Cox7b	17957.423	11596.271	16711.975	15287.404	14076.222	15432.776	22785.495	21637.124	16431.024	26685.927	21060.622	12281.587	16655.546	11099.345	15669.909	13402.522	17388.68	12045.865	21486.764	18278.921	17230.395	15330.418	18900.301	14152.679
Cox8a	6127.471	10017.988	14420.696	5356.318	12700.385	15237.932	8358.138	13996.434	12929.595	11905.278	13543.596	13430.367	7407.252	12177.655	13924.95	7439.408	11611.148	12146.905	9228.524	11030.698	13016.773	7102.548	11535.417	14463.268
Cp	12412.968	10346.744	16749.875	12470.698	8400.949	14697.174	14015.576	4954.332	9214.603	8430.24	7491.402	12262.912	16533.731	16002.117	15672.842	17927.369	19431.995	18809.581	4741.163	7327.536	7286.841	10785.791	10401.614	10866.276
Cpd	5698.286	14247.735	6048.491	8474.292	15692.362	7586.929	10641.647	9034.033	6245.058	8907.355	14766.434	10754.69	5617.318	8044.985	6463.349	7240.806	11291.443	9394.63	4912.356	7744.603	4046.369	7627.84	11027.071	7880.026
Cpe	21175.085	13205.127	16493.267499999998	21916.366	11175.413	16872.114	18323.9185	12593.8285	20580.9715	15689.1405	14432.802000000001	20172.8745	20770.1025	20029.982	14762.965	22240.727499999997	20897.016000000003	22363.652000000002	21824.696500000002	17646.547	21526.7965	23180.496	18689.372	22359.4705
Cpeb1	3736.532	1640.047	2051.132	3012.495	901.48	1754.187	2299.421	2374.833	5529.625	2512.1	1900.385	2996.607	3332.914	2003.758	2438.299	3235.04	788.766	2730.109	4878.762	2664.665	6597.752	3878.268	1480.173	3924.074
Cpeb2	349.43	129.3	193.927	325.048	118.004	191.646	208.059	109.415	379.812	145.253	137.013	253.603	277.9	175.763	283.612	309.523	298.018	380.771	306.796	227.483	539.51	320.417	178.342	428.76
Cplx1	15588.379	6673.953	6347.843	11596.5	3088.06	4725.105	5204.294	11123.811	10702.779	5012.359	8091.346	8299.79	9453.658	15350.55	4366.7	7079.934	4758.716	4828.999	21510.485	10296.392	10447.778	11627.375	5627.163	5634.49
Cplx2	5048.967	1881.085	1701.869	4044.166	2296.726	1900.971	4230.145	2491.213	1738.506	3503.092	2237.043	1705.513	4027.652	1953.168	2133.071	3166.099	655.871	1583.315	5042.057	1680.827	1332.405	3398.839	1164.675	1563.383
Cpm	3784.104	2201.63	2349.571	3311.187	1513.504	1650.693	2085.776	1187.399	1503.224	1921.41	1485.564	1161.184	2331.509	1300.848	1952.437	1836.307	2271.52	1578.207	2388.389	1082.514	1316.551	2335.165	1294.808	1317.587
Cpn1	76.882	103.41	110.287	76.724	243.714	95.315	151.816	655.59	151.81	198.142	400.581	94.077	151.382	90.234	138.674	110.528	266.877	75.07	457.658	600.609	310.877	231.503	403.661	215.062
Cpne3	2243.028	1636.934	1313.594	2276.517	521.1	1052.21	1580.379	1482.738	1963.345	636.594	1500.321	1509.605	2219.094	1439.943	892.319	2101.824	2583.657	2257.049	1915.1	2052.845	1699.143	2092.618	1942.802	1563.924
Cpne4	3370.245	6620.539	1447.184	3147.203	7279.734	2335.931	1899.963	8514.367	2762.609	2021.1	8132.134	1585.086	2968.865	2912.687	1765.296	2053.434	3092.53	1298.207	4848.636	7548.906	3311.592	3182.301	5023.686	2677.217
Cpne7	270.459	585.23	361.456	223.809	293.76	288.093	161.219	223.869	322.646	187.13	221.041	323.221	220.865	499.212	372.436	161.079	204.361	216.233	221.742	216.966	317.76	138.921	184.169	242.146
Cpne8	4482.079	1027.222	2668.004	4168.518	632.55	1793.822	3164.396	726.007	1389.341	1903.065	731.784	1332.394	3849.572	2576.137	922.647	4744.837	2523.29	1927.375	1609.627	784.726	1024.128	2816.663	1313.231	1205.418
Cpne9	26057.35	18924.478	15231.21	17466.207	11006.551	8512.211	6846.915	13734.352	16076.4	12744.173	10856.752	12267.905	20454.958	20931.783	14965.764	13587.756	7649.982	12930.191	25380.793	13641.49	19076.778	15664.208	10491.657	14011.954
Cpox	7851.56	2837.723	3777.943	10594.598	3993.474	5127.582	8365.406	2085.515	4408.224	6236.574	3034.778	5788.712	7261.61	3807.009	3040.593	10331.596	3664.875	7838.949	6001.841	1762.055	3243.772	9302.395	2581.687	6607.967
Cpsf1	4000.853	8489.631	3542.143	4130.532	7403.372	3193.164	4644.129	8180.983	3862.896	4278.104	6895.297	3884.603	3423.54	6500.123	4843.242	3473.046	3492.89	4448.439	4607.841	4149.446	4443.958	3873.51	3071.506	4320.517
Cpsf2	4553.779	5571.882	3120.276	4373.391	3829.614	3144.689	4013.712	5461.503	2964.429	2324.016	5450.459	2626.484	3301.976	3068.365	2350.156	3416.391	3020.896	3221.156	3351.687	4827.699	3314.9	3003.965	3959.314	2815.39
Cpsf3	14511.832	5470.493	9493.574	16566.35	4406.788	9051.597	11263.728	6093.215	12358.952	11052.874	6308.675	10844.568	14108.06	11140.033	8528.901	14666.46	10723.142	12466.148	14446.687	11561.897	12937.709	14649.974	10015.256	12390.647
Cpsf5	9838.478	8972.582	11820.451	9480.459	9589.466	10659.403	11448.004	11766.187	10008.021	12885.496	10045.267	9692.309	10806.726	8404.248	10835.102	9585.382	11572.622	9548.073	11344.609	12600.36	9546.323	10040.833	12490.947	9269.289
Cpsf6	3263.423	1966.019	2495.555	3156.511	1158.739	2391.839	1915.954	1633.595	3097.929	1467.003	1534.395	2694.33	2551.75	2870.469	1892.788	2518.222	2435.547	3178.84	2075.355	2018.197	3252.478	2453.498	1881.661	2750.402
Cpt1a	422.714	551.489	165.159	463.651	193.932	199.783	364.183	560.329	320.631	210.978	662.961	289.138	266.577	526.664	109.932	392.771	519.821	321.306	397.746	329.698	259.673	323.211	263.882	259.004
Cpt1b	1578.74	1974.652	597.494	1007.883	1028.928	306.009	686.033	1947.812	1500.303	883.693	1200.026	621.643	1279.175	1935.027	978.952	805.264	628.399	876.515	2150.762	1513.682	1903.736	1025.294	878.707	930.619
Cpt1c	4040.124	15055.818	4773.147	3500.322	10337.58	4877.071	4145.442	9765.453	6686.333	4818.101	8567.551	6061.021	4394.234	6932.301	7629.294	3568.469	6780.03	6017.583	5458.503	8597.854	7316.941	3767.246	7438.749	6276.811
Cpt2	10074.163	13882.841	12226.502	8078.298	10439.684	10963.405	8150.773	16594.826	16288.944	9427.523	12909.385	13453.333	10347.063	17356.279	12186.306	7931.319	10081.945	12772.12	15667.472	16908.901	17848.608	10073.655	12900.069	13058.682
Cpxm1	3425.782	11261.652	5942.889	3542.997	8898.565	5475.546	3918.311	5133.222	2969.483	3439.909	6275.73	4321.94	3044.771	6308.546	5552.192	3895.077	4886.137	5894.751	2402.203	3154.359	2509.822	3030.93	4136.322	4365.452
Cpxm2	5905.76	4740.576	6242.671	3077.998	2531.86	3567.493	5620.525	2310.686	3656.204	2846.402	2144.557	2843.859	3505.241	6645.986	3217.398	2939.073	2304.17	2473.396	2485.048	1679.473	2665.126	3246.999	1370.156	1979.757
Cpz	819.492	1879.486	1690.456	1958.368	4726.674	3150.071	3227.292	1364.643	1018.778	2653.268	3056.657	2591.777	531.597	1063.285	1289.505	1530.515	1793.188	1580.896	538.816	437.059	797.337	1393.367	1329.198	1812.284
Crabp2	17632.922	19347.914	19474.644	24942.027	29496.821	26751.455	27859.033	20700.77	15128.708	29249.375	26020.868	23006.101	17410.692	14167.114	18484.893	24180.623	31351.329	22858.528	12439.997	18605.62	8356.206	24191.376	26891.631	22814.632
Cradd	1269.611	4554.648	5338.965	1416.486	6235.493	5267.423	2941.923	8216.692	3942.771	3530.617	7364.433	3873.655	1990.14	3103.815	6303.647	1809.5	5457.168	3198.021	2123.226	8151.49	3829.081	1568.05	7453.064	3740.913
Crat	4508.893	7336.488	2889.952	5047.895	5689.705	3240.534	5730.046	4997.689	3527.611	4972.97	5480.943	3321.931	4000.681	5909.172	2787.345	5021.406	4016.211	4683.821	4682.15	3334.843	3624.862	4414.581	3306.803	4237.825
Crb3	127.236	165.681	339.462	100.788	277.636	330.599	164.685	318.298	351.863	252.556	211.867	353.764	160.065	214.66	553.887	98.816	79.781	178.4	330.388	232.788	505.719	125.828	159.578	292.162
Crbn	13386.532	1601.361	6729.463	14730.442	923.728	5503.125	8192.69	2404.199	8981.388	7589.74	2432.943	6226.063	14674.371	6254.065	4773.386	13465.368	7843.964	6396.874	13566.812	9981.399	8667.292	15209.493	8006.681	7063.149
Crcp	6282.22	6033.835	3961.267	5890.789	7292.892	3962.341	8608.179	8417.945	2784.235	8215.679	7689.665	2586.743	6929.56	2699.523	3702.335	5770.596	6370.687	2387.339	7477.525	7807.14	3102.39	5455.323	7117.359	2934.018
Creb1	1057.357	954.04	1445.926	1196.047	1126.719	1383.756	1272.665	1000.203	1045.065	1167.616	724.396	892.137	1032.178	663.534	1247.787	1043.169	1486.299	1004.779	859.35	1244.06	1127.52	946.35	1389.852	1048.845
Creb3	12967.836	12474.916	14037.466	11887.701	12470.265	13532.71	11793.635	12946.565	13593.688	12496.943	12571.504	12385.812	12510.837	11645.35	14947.949	12995.273	14087.052	14229.119	13332.287	14379.674	15306.711	12556.373	14114.178	15482.717
Creb3l4	93.926	319.47	150.374	129.047	503.678	346.642	209.961	1177.577	118.656	195.057	200.88	737.454	107.04	84.841	256.585	226.633	500.584	136.53	157.493	481.746	323.056	203.6	685.534	221.814
Crebl1	1742.149	4363.618	1478.169	1822.862	3155.076	1385.113	2424.997	3466.073	1607.636	1685.969	3493.548	2122.425	1654.479	7239.737	2267.787	1900.644	1740.224	2507.633	1963.794	1788.453	1750.944	1895.072	1413.624	1850.082
Crebl2	7352.13	2010.096	1988.934	5772.766	1263.172	1586.661	2646.668	1819.982	3113.038	2610.183	1478.951	2727.888	4442.269	2728.715	2428.542	3915.447	1528.703	2420.997	6751.369	2992.362	3034.778	4719.405	2132.152	2152.253
Creg	845.543	924.363	1786.926	1004.982	995.867	1881.649	1452.302	1192.568	1377.746	1111.614	921.738	1360.304	917.003	1302.661	1783.441	951.586	867.519	1497.546	1291.139	1203.202	1466.056	954.605	1021.448	1431.508
Creld1	3161.305	5150.888	3802.799	2861.33	2888.685	3481.586	3138.297	3459.778	4926.839	2943.578	3263.183	4600.113	2667.309	6275.413	4282.052	2453.855	1342.886	4040.05	3633.448	2171.336	4536.122	2900.544	1450.177	4102.446
Creld2	3512.96	4888.447	6610.837	3909.774	4742.726	6893.255	5583.831	3917.602	3976.924	5128.675	4367.802	7380.536	4432.324	5203.163	7229.508	4339.37	4338.797	5024.725	4067.624	3444.003	4265.075	3514.594	3829.594	4328.884
Crem	3132.1775	2020.3429999999998	3405.6085000000003	2903.129	2915.5455	3699.4165	3602.775	2233.2865	2535.791	4256.3395	2644.8675000000003	2787.3265	3578.4345	1972.4044999999999	3002.3885	3307.072	3651.6255	2645.931	2771.6835	2761.6575000000003	2250.733	3511.4675	3479.4049999999997	2763.9725
Crhbp	933.774	5906.298	2816.059	1408.343	3662.484	9146.075	7489.332	6767.864	1381.349	1888.121	4777.103	9766.037	1364.157	500.237	5651.694	5606.605	5317.172	1539.674	3440.428	7427.672	12201.67	2693.95	7353.164	3135.36
Crim1	3867.001	9162.247	2688.005	3875.782	9614.194	2949.541	4791.228	7423.313	2690.541	4101.291	8606.121	4167.612	3890.366	5544.367	3113.669	4373.943	6196.189	3496.469	3571.154	4970.894	2146.104	4376.782	6408.6	2989.455
Crip2	16231.598	27965.469	22180.563	14120.003	22417.268	19136.113	14429.163	23686.651	17906.905	14432.822	21921.33	18250.937	12282.305	24595.638	22850.544	12675.668	20205.494	18893.654	13266.684	24966.928	15900.084	11283.822	22406.24	16665.801
Cript	9186.655	6800.413	13890.556	10688.808	7859.424	14087.424	11747.489	6853.133	12149.269	10620.333	6316.59	12186.873	10789.549	7012.948	14988.98	10200.264	5758.601	10947.352	10585.987	6475.324	12076.107	10992.892	6728.977	11967.161
Crispld1	1840.126	1152.635	1780.006	2168.987	810.101	1907.514	1870.501	1219.802	1855.842	2305.036	1418.603	1768.959	1294.964	988.972	1052.643	1913.692	2054.411	1424.94	1351.076	2555.481	1615.522	1918.778	2224.039	1887.977
Crispld2	340.952	617.75	246.634	312.884	210.985	268.423	365.074	498.338	232.176	129.379	531.612	366.688	258.756	720.478	164.354	395.267	352.25	426.738	265.034	241.334	157.813	336.904	232.245	325.08
Crk	2862.976	613.121	521.715	2359.283	714.023	484.63	1075.21	965.342	1344.422	792.52	861.779	800.067	1933.116	1469.372	574.855	2172.565	3042.779	1836.871	1802.304	1426.203	1475.397	2100.814	1480.13	1438.862
Crkl	612.847	424.675	1056.421	798.383	336.843	1023.634	446.707	625.751	912.132	458.618	691.95	1032.968	620.598	747.287	806.515	617.969	976.437	843.777	564.589	599.83	951.849	665.394	800.552	828.409
Crkrs	696.18	230.314	175.027	710.708	140.718	194.775	458.016	126.267	314.411	305.277	207.025	266.751	527.849	267.68	315.5	464.4	264.796	379.309	431.389	343.687	365.959	494.426	195.804	303.548
Crlf1	443.912	1087.061	1293.758	362.727	623.171	816.164	604.187	194.792	594.597	488.054	463.479	1073.268	604.035	2980.758	2531.698	591.068	570.8	1900.934	214.376	165.582	501.685	321.141	263.42	1234.15
Crlz1	12655.266	7150.841	8599.094	12639.175	6448.916	7829.567	10552.425	7728.512	9187.25	9999.56	7610.066	8780.938	10123.506	6862.145	7756.51	9643.619	6128.647	7612.514	10194.268	8635.896	9262.592	10182.277	7551.371	8267.187
Crmp1	1314.029	1535.858	481.693	890.883	820.332	347.401	570.664	1952.11	1657.021	562.881	1439.911	588.246	959.591	1602.757	679.594	603.31	615.82	869.051	1846.942	1525.151	1821.979	908.339	749.426	963.696
Crnkl1	9752.676	3349.083	5849.067	10420.854	3490.709	5637.881	6367.502	2682.949	6647.731	5052.616	3415.229	6792.211	8599.61	6175.764	5560.804	8585.631	5375.247	6646.643	5735.547	5057.129	6211.733	8125.621	4407.863	6013.961
Crot	4935.339	947.197	3389.487	5788.283	637.546	3830.853	3617.148	645.965	3382.639	3220.051	818.711	4274.517	4858.224	2763.06	2102.218	5860.976	3530.027	4221.284	3587.844	3413.942	3629.549	6100.139	3298.919	4103.888
Crry	17479.918333333335	12408.268666666667	18268.984	17911.358666666667	12834.263333333334	19366.967666666667	16782.410333333333	11674.733333333334	16382.915333333332	15719.696666666667	13770.086666666666	18625.515	20132.597999999998	16405.221333333335	18263.196333333333	20198.136	17960.088	15153.357333333333	15851.456	16729.719	15223.246666666666	18824.149666666668	17835.625666666667	14957.912333333334
Crsp3	4957.243	7055.877	6112.877	4989.151	4954.789	5752.32	4856.096	4912.296	7130.088	4725.764	5111.984	6957.645	5477.347	5823.502	6184.782	5496.522	7860.309	8337.116	4948.413	5170.931	7666.822	5157.016	5979.082	6791.434
Crsp6	5568.026	5171.115	5131.202	5717.086	4993.049	4970.155	4019.044	5052.2	5960.843	4202.777	5099.601	5079.721	5417.623	4302.996	5149.396	4920.471	5173.718	4977.664	5796.127	6385.422	7384.985	5184.533	6206.538	5658.642
Crtac1	423.8585	1247.3690000000001	239.5395	720.3430000000001	1839.526	2340.3945000000003	1105.8625	2241.4995	927.6310000000001	556.3965000000001	4470.1075	1465.6675	616.5445	1366.919	804.0045	766.5975000000001	1392.3355000000001	669.017	911.812	825.4315	1204.78	1093.0385	1126.165	2567.4835000000003
Crtc1	186.066	708.416	266.542	190.722	822.637	268.492	186.355	529.635	204.177	252.984	526.047	265.587	226.715	455.284	581.765	216.369	622.399	360.989	189.056	460.211	259.099	183.442	423.914	296.155
Crtc2	2730.745	2199.678	2316.43	2437.861	2115.933	2024.811	1767.256	3053.298	1654.531	1676.16	2319.897	2405.663	1782.106	3309.18	2607.403	1919.769	2865.998	1961.047	2579.277	2061.224	2013.853	2134.234	1908.251	1605.262
Cry1	454.831	1116.241	382.507	497.496	1140.647	319.028	485.944	815.142	399.957	639.27	986.251	442.561	420.027	438.599	419.495	408.097	640.083	498.806	414.057	732.454	460.384	411.811	639.5	402.183
Cry2	538.982	658.641	280.869	442.572	297.569	226.21	295.796	515.986	509.154	253.233	511.291	357.558	491.995	790.731	249.345	439.516	882.2	490.589	852.211	802.123	524.25	524.453	217.926	364.634
Cryaa	122.562	116.542	434.845	278.575	708.293	1279.904	475.655	151.642	147.78	666.343	699.253	418.853	207.54	316.219	497.369	601.208	723.366	537.207	122.461	287.542	143.828	247.656	364.175	524.278
Cryab	23071.836	35217.157	36631.035	21206.902	33814.103	33153.49	19079.058	37671.126	38356.99	26815.553	35741.753	33868.668	22203.951	36626.768	38443.456	20248.392	37134.009	36014.341	23967.405	38500.253	32554.027	22057.467	37445.067	34577.379
Cryba4	151.822	128.065	760.387	78.542	177.347	493.023	332.884	89.373	82.792	171.605	174.526	122.59	292.154	334.066	667.334	266.5	473.849	424.912	62.214	86.823	57.41	64.815	129.769	170.369
Crybb1	131.467	662.927	530.58	387.613	2821.128	1517.178	719.242	988.82	567.21	1065.88	1890.961	1112.065	108.308	324.949	453.751	305.68	1309.478	881.028	160.591	507.803	319.59	415.804	1337.557	1391.337
Cryga	1078.371	2382.932	2147.43	767.724	2756.89	1634.901	781.574	4653.422	2402.722	2327.417	3304.291	1906.943	1450.04	1337.299	3493.258	758.414	1577.39	1217.373	2514.127	4848.991	3320.786	1102.54	4302.738	2045.083
Crygs	6156.056	5252.345	4928.064	6035.96	3923.068	5799.726	5289.293	4359.943	4966.999	5296.911	3967.089	4830.589	4925.758	4177.735	4916.926	5011.037	4998.724	5132.837	5804.624	5629.712	5943.634	5229.888	5066.496	5310.26
Cryl1	2522.65	6109.856	7657.526	3850.231	9737.072	11295.919	5678.168	6538.544	5905.88	6956.409	8504.568	8735.164	2725.713	5156.292	7308.409	3762.119	6304.791	7504.872	3457.248	7420.178	5234.289	4702.535	9002.566	9119.909
Crym	8446.703	9974.972	11601.436	7122.732	9365.034	12935.431	5722.94	8810.023	8864.606	6957.084	8745.72	6370.21	6662.592	7239.132	11935.345	5698.007	8466.146	6759.75	6045.562	7518.32	7874.742	3820.626	6200.439	7598.196
Cryz	1135.033	1246.644	1413.539	934.764	919.117	1414.798	1113.441	1534.47	1405.836	1594.946	1246.533	995.654	988.048	933.995	1556.566	889.076	1549.539	1128.16	1511.754	2814.427	1733.903	1116.445	2249.451	1345.409
Cryzl1	19932.587	18394.678	25264.425	18165.098	21283.678	22499.247	17437.314	20627.796	24528.162	20573.015	20108.967	22474.734	23554.577	16100.488	23673.565	21655.047	21976.998	19963.501	23906.05	23889.393	23115.774	23119.827	23245.811	21606.69
Cs	10645.545	4796.806	4561.408	9145.64	4887.64	4489.205	6604.334	6094.026	8284.374	6244.359	6102.194	5497.947	7902.908	8164.926	3928.589	7601.423	6009.992	8671.663	10060.225	7048.764	9318.33	8728.851	5865.6	7925.362
Csad	6718.411	11483.588	7228.848	6194.844	8189.18	7396.769	9290.591	8612.684	6209.456	5535	9084.176	7710.379	6312.004	10465.065	5702.683	7113.113	6236.143	6953.493	6525.26	3593.065	4251.331	7524.903	4182.135	6331.537
Csda	13184.283	13119.751	8569.577	12148.219	11874.391	8337.392	10602.121	7912.987	7705.083	11075.8	8342.832	8676.533	11541.784	13756.814	8506.691	10450.888	6265.106	7943.252	8831.735	7208.223	6600.202	9743.654	7170.291	7319.967
Cse1l	6963.341	3432.834	7792.694	5832.645	1473.791	7139.084	5018.113	2754.631	7915.145	4640.192	3293.232	7382.337	6785.301	8312.086	5434.542	6694.666	7807.332	7171.962	5660.357	8098.253	9865.084	5548.358	7242.303	7928.854
Csf1	684.214	267.542	281.995	1179.032	477.247	400.94	873.299	266.594	348.638	278.245	627.79	562.208	456.956	856.393	323.286	1024.17	1230.849	843.306	456.437	193.51	231.584	1048.41	468.713	513.518
Csf1r	3401.677	8249.317	5445.919	5298.226	7096.031	6114.702	9355.293	3094.201	3110.09	4463.009	5198.197	5357.861	4724.467	7609.734	4345.198	7940.816	9425.059	11931.459	1680.31	2337.292	2120.993	4403.879	4752.398	7023.448
Csf2ra	273.615	234.949	886.267	282.58	132.777	764.064	544.111	96.098	310.819	288.92	138.121	387.895	326.049	1349.143	1020.878	335.042	197.379	834.032	177.043	140.315	283.622	172.462	91.998	456.898
Csk	2386.563	3160.809	2120.286	2426.024	2549.166	2160.494	3318.485	2928.323	2054.097	2644.673	3019.438	2308.439	2108.244	4333.308	1976.176	2225.596	2011.613	3044.517	2684.605	1813.554	2308.351	1781.682	1484.674	2686.714
Csnk1a1	14918.179	7820.599	10633.064	14505.258	6530.539	10524.269	11292.425	7687.43	12384.659	8113.335	8609.255	11600.622	12913.643	10212.997	9155.245	14226.755	11458.854	11893.072	11902.101	10339.471	11665.309	13497.806	10100.035	11208.585
Csnk1d	3659.391	1879.248	2114.758	3748.56	1527.082	2134.075	2155.261	1395.028	2244.534	2109.415	1405.687	2402.356	2910.587	3902.582	1847.143	3394.828	1502.778	2765.753	2869.955	1607.94	2238.96	3641.774	1593.373	2295.999
Csnk1e	992.076	1045.931	447.461	999.748	1101.168	376.608	1198.062	1463.411	1097.981	682.077	1291.989	757.418	755.854	1852.213	579.962	815.724	843.342	1397.084	1190.923	1064.036	1125.065	781.179	821.935	1061.994
Csnk1g1	771.396	400.938	365.078	757.224	472.123	339.963	426.951	357.614	503.281	325.672	363.353	460.057	763.642	294.231	653.071	669.259	328.177	453.823	563.87	633.073	519.629	670.196	514.385	387.694
Csnk1g2	6327.499	8728.124	5863.226	6190.112	3352.979	5698.229	9969.191	5772.734	8184.53	5181.085	5614.225	9183.496	5264.272	14110.411	6477.197	5596.708	5113.657	9489.937	7089.571	5505.369	6716.481	6091.838	4089.97	7676.888
Csnk1g3	5005.465	1003.886	2683.62	5423.389	610.417	2740.489	2950.745	990.171	3066.688	2643.544	975.339	2757.368	4874.918	2104.78	1669.366	4674.921	1402.124	2803.265	3854.503	1088.02	2870.124	4428.673	1117.702	2640.858
Csnk2a1	11082.953	3751.606	6599.711	10334.243	3887.243	5162.93	4984.446	3908.272	8584.92	3851.997	4146.598	9100.222	9617.647	5980.26	6072.664	9371.962	5717.242	7119.725	8068.742	5395.926	7929.937	11009.734	4836.917	6559.795
Csnk2a2	3217.448	5375.459	2586.557	3158.296	5892.551	2681.99	3504.221	4265.306	2490.93	4348.712	4386.077	2776.957	4061.816	2896.173	3894.527	3585.678	2110.518	2725.98	3149.747	3473.187	2621.975	3421.45	3333.394	2671.856
Csnk2b	35321.163	31695.027	25361.856	36443.366	32691.517	25649.318	32644.696	34677.104	27700.104	37811.483	32129.453	26372.032	35849.84	35557.081	31584.34	34521.07	28336.715	30330.869	37837.35	31780.024	29273.31	36133.238	31751.984	32020.829
Cspg2	447.946	645.511	645.112	507.019	952.239	700.866	592.616	359.134	410.302	491.745	504.935	965.111	431.554	246.607	423.14	627.341	834.557	579.202	349.26	491.601	251.127	454.498	862.638	449.43
Cspg3	178.3	345.173	128.057	346.208	1125.409	177.026	635.702	458.686	209.561	292.264	988.413	211.938	234.618	200.676	144.427	491.519	2341.22	513.416	182.487	206.947	185.903	282.319	333.534	292.178
Cspg5	1745.8225	718.6065	822.7965	3750.282	1356.565	1597.9195	3762.3375	793.7280000000001	1141.551	2535.2435	1404.094	2567.7235	1582.2215	904.6825	870.874	3235.0535	807.2605000000001	2476.1875	1325.7275	495.20300000000003	884.4325	3382.1875	653.664	2249.0695
Cspg6	1927.363	598.075	1843.242	2173.265	129.875	1606.292	1538.88	378.975	1720.693	957.318	449.351	1782.092	2002.802	1559.287	1624.264	2045.26	439.193	1493.13	1303.674	790.424	1884.434	1762.127	498.099	1634.124
Csrp1	6990.868	4853.729	6289.556	6658.4	2859.098	6429.746	8525.148	3460.073	6447.453	6622.746	3256.672	7850.272	6134.137	7562.71	7716.326	7212.785	1896.863	9722.113	7140.413	2139.718	5601.767	6480.71	2232.199	7015.061
