Group.1	P32DA1	P32DA2	P32DA3	P32DB1	P32DB2	P32DB3	P32HA1	P32HA2	P32HA3	P32HB1	P32HB2	P32HB3	P60DA1	P60DA2	P60DA3	P60DB1	P60DB2	P60DB3	P60HA1	P60HA2	P60HA3	P60HB1	P60HB2	P60HB3
Rnf7	1187.736	3179.996	4010.783	1077.425	4400.771	4002.627	1864.255	3854.497	3084.338	2767.575	3259.467	2724.829	1512.668	1609.133	3714.703	1228.131	2692.48	2510.023	2182.183	3358.222	2879.818	1303.718	3470.228	2470.065
Rnf8	2255.91	1070.555	1663.012	1888.178	641.239	1361.209	1491.393	1196.667	2117.102	1458.213	753.929	1730.002	2028.134	1429.016	1705.413	1627.03	514.518	1429.626	3176.9	1531.423	2922.366	1929.978	821.507	1884.2
Rngtt	1368.576	151.135	1410.1	1532.359	105.065	1350.992	706.799	166.492	1442.398	488.828	167.779	1304.622	1587.167	862.973	1438.567	1574.709	437.753	968.052	858.386	501.693	1496.067	1492.835	413.325	1130.833
Rnh1	3247.448	8093.397	7431.853	3712.497	6514.33	7794.856	6085.782	5937.604	5989.984	5031.874	5618.988	6255.375	3961.573	6431.747	8101.225	4294.233	3766.429	6929.173	3960.162	5475.479	5610.107	3649.87	4653.779	6517.61
Rnmt	5014.359	1206.241	3458.659	5133.953	846.991	3264.669	3948.676	1990.172	3813.421	3269.037	2060.483	3196.624	4935.583	2307.881	3085.845	5040.997	2825.628	3358.136	4077.307	3644.044	4165.979	4498.045	3338.489	3690.225
Rnpc1	267.077	392.362	1538.379	274.554	415.258	1468.312	205.991	356.146	710.354	241.691	404.655	763.336	164.996	1019.105	668.314	190.513	203.582	465.885	168.279	113.843	351.912	145.184	169.19	326.465
Rnpc2	15385.292	12958.579	16289.491	17282.898	10292.254	16723.361	14733.687	8819.218	18909.559	12941.467	10078.771	20283.5	16616.609	16932.66	21266.942	17195.959	16399.875	20218.48	12063.795	16888.987	20324.167	16876.768	15738.867	19338.278
Rnpep	4303.724	4523.78	4408.73	4510.459	4248.192	4835.762	5089.926	4013.695	3892.112	5448.097	4436.183	4226.552	4339.122	7047.085	4054.333	4871.76	4453.751	6432.032	4246.917	3434.6	3517.327	4475.943	4161.783	5123.792
Rnps1	4978.795	4369.695	5467.222	5118.723	3200.677	5241.89	4401.261	4832.292	7633.484	4723.149	4207.731	5650.481	5422.649	7457.868	5487.44	5085.783	4504.524	7794.996	6642.395	5616.444	7789.142	5193.717	4525.17	7222.13
Rnu3ip2	2915.598	6709.436	3736.461	2891.578	5096.797	3319.166	3855.584	4309.191	3398.263	3491.421	4100.312	3041.691	2760.661	4651.406	4847.655	2704.133	2282.73	3922.974	2536.786	3046.708	3787.029	2556.61	2516.794	4019.801
Rnut1	3054.144	4437.885	4798.999	3227.484	4472.557	4652.996	3315.235	4166.822	4727.817	4273.894	4168.719	3855.772	4406.685	2897.584	4854.574	4109.232	3449.754	4097.135	3950.585	4645.266	4698.108	4247.483	4222.503	4746.23
Robo1	1357.564	162.572	77.586	1669.592	225.699	79.167	1055.288	225.693	315.033	217.577	516.124	294.342	623.094	360.593	37.518	1260.588	1258.97	600.292	678.251	363.405	205.569	1349.272	538.409	342.33
Robo2	2657.0805	4734.667	1605.5475000000001	1785.1999999999998	3136.9300000000003	1190.062	1672.2965	5475.8345	2076.157	1390.5349999999999	3874.6075	1129.0729999999999	2207.7385000000004	1819.1125	1521.28	1373.3325	1922.3865	1140.743	3086.891	4064.7735	2652.543	1874.602	2748.165	1439.3069999999998
Rock1	1686.256	208.585	785.58	1976.653	119.25	738.997	906.206	200.614	1064.599	544.674	207.955	905.75	1471.684	617.938	601.593	1819.901	507.067	848.098	742.871	513.987	1016.94	1767.469	335.53	914.643
Rock2	1927.313	597.981	1565.252	1887.672	887.667	1621.602	1406.721	701.256	1589.543	1224.107	857.839	1526.501	2127.471	858.965	1263.678	2114.942	1724.412	1260.516	1472.268	1488.191	1503.416	2271.033	1722.123	1318.916
Rod1	870.806	528.234	1069.227	955.511	580.111	1204.571	740.503	404.783	1086.592	908.306	352.247	1195.183	961.27	763.394	1521.456	1165.907	1520.984	1382.225	548.532	789.693	968.645	921.805	1113.409	1120.022
Rom1	2026.859	1789.934	4252.296	2620.057	1695.538	4504.425	4041.685	1505.719	2837.108	2680.995	1958.994	3731.908	2134.182	2496.003	3816.248	2942.242	1574.98	4652.802	2199.181	1301.179	2223.522	2739.515	1179.21	3696.132
Rora	6977.1686666666665	3332.474333333333	3755.9816666666666	7120.0019999999995	2980.866	3899.361	5841.215333333334	3576.2219999999998	4241.139	3812.0533333333333	3380.2566666666667	4607.405333333333	6052.094666666667	2896.6236666666664	2995.7490000000003	6200.024333333334	2836.237	3817.1363333333334	5528.774666666666	2888.057	4002.6730000000002	6089.973666666667	2880.4646666666667	3031.6696666666667
Rorb	222.354	168.827	494.232	367.65	280.404	375.561	470.582	348.127	168.059	274.618	359.162	223.156	204.555	150.149	189.283	467.894	1070.361	483.699	116.465	267.453	177.32	343.174	582.12	332.137
Rp1h	1368.101	491.634	1334.412	1712.177	537.329	1293.754	1144.929	397.616	1484.727	1100.333	393.137	1401.966	1654.256	1080.534	1106.545	1381.072	706.732	1043.088	1080.457	1183.704	1706.846	1604.536	863.524	1222.472
Rp2h	458.852	43.469	346.643	404.773	70.848	288.454	270.341	69.05	467.142	177.379	73.997	294.821	409.26	228.346	294.498	535.914	277.358	574.724	252.677	201.906	486.942	355.923	167.96	453.167
Rp9h	3697.54	1370.059	3737.15	3580.514	1731.332	3665.723	4979.357	1238.6	2838.551	4708.643	1189.947	2856.203	3485.709	2982.382	4769	2950.816	1093.532	2585.279	4243.623	1482.513	3349.782	2925.995	1055.414	2844.448
Rpa2	3572.991	3872.077	3963.112	3688.49	3733.537	3717.646	4216.667	4746.137	3042.518	4902.29	4083.001	2799.935	4192.303	3346.597	4553.298	3922.002	5178.953	2991.112	3913.124	6739.16	3352.068	3470.213	5759.788	2881.024
Rpa3	2707.795	508.379	3894.01	2625.784	1141.146	3546.797	3554.683	846.304	2167.668	4112.228	854.029	2119.922	2780.85	928.004	3349.217	2333.703	1018.516	1404.525	2583.674	725.427	2346.912	2032.041	986.641	1868.584
Rpap1	1339.829	2305.317	1290.877	1205.018	1136.466	1169	1522.181	2128.438	1420.346	1742.01	2078.959	1342.267	1494.44	2222.944	1629.395	1369.467	1091.924	1475.218	1600.698	1006.298	1380.259	1370.609	949.301	1316.794
Rpe65	269.844	584.495	738.539	2500.722	3245.96	2782.185	2711.908	338.942	802.843	2084.802	3046.171	1955.193	566.813	172.171	139.008	2769.857	4650.941	2718.406	225.622	262.882	61.664	2632.872	3396.315	2476.66
Rph3a	394.568	347.737	50.327	354.968	218.296	65.887	167.401	1533.918	207.995	276.461	1403.134	92.617	238.667	116.773	71.735	214.646	339.387	63.492	870.165	756.733	187.704	461.037	553.288	135.517
Rpia	4658.563	10420.523	5067.156	4560.707	11197.895	4644.426	5419.762	10074.598	3751.65	4402.744	9541.963	5016.111	5115.462	5857.615	4543.201	5525.424	6762.72	5534.254	4601.958	8071.474	4360.846	4521.74	8064.339	4978.377
Rpl10	18648.101	17447.446	20511.197	16188.971	20033.422	20494.609	21195.453	20185.109	19630.16	23007.427	19559.135	19853.705	23477.759	20483.908	17608.968	22124.936	20177.933	17524.594	21235.538	19810.956	17321.467	20429.412	20877.325	17922.164
Rpl10a	19621.162	17378.278	23441.189	19706.905	18526.934	24109.188	28228.38	17441.966	20025.891	27507.718	18609.651	22039.554	18860.315	23080.663	23354.635	19170.614	18960.19	21563.754	19478.36	14535.133	17492.342	16755.992	16582.238	20071.529
Rpl10l	1284.659	1945.738	2233.491	1389.441	2361.257	1864.522	1712.093	3305.318	1728.468	2019.094	2720.589	1420.069	1696.584	960.25	2042.678	1445.784	1998.833	1138.159	1589.326	2983.882	1742.568	985.912	3080.308	1608.067
Rpl11	35272.129	35578.32	42132.954	36079.036	44856.864	42942.35	39661.862	40703.087	36323.588	39400.93	40650.807	36740.952	37475.406	34402.58	40547.513	37270.689	41518.129	38697.297	35691.183	36961.039	37023.376	35726.76	39574.307	38090.323
Rpl12	16614.425	26692.921	25825.855	16362.027	29130.918	25122.607	25294.258	28291.467	19674.088	24978.713	27874.058	20898.864	18037.774	23764.284	23796.976	17155.153	29201.126	21480.899	17917.435	26558.05	16034.438	15120.871	28784.744	17337.402
Rpl13	11634.046	13116.126	19152.632	11348.838	14649.62	18578.196	16684.019	12407.8	14578.434	16229.36	12943.974	16359.45	11542.689	18531.332	20400.771	11147.118	10745.431	14939.52	12401.245	9751.064	12660.03	10092.611	10267.2	13713.104
Rpl13a	20791.396	23082.313	42393.626	20312.563	23540.681	39551.562	31663.516	24505.832	30659.532	28641.563	21816.58	28696.792	24891.953	26046.023	41656.852	22378.541	22146.325	37931.968	25996.604	22578.15	31537.89	19958.87	24260.48	29228.737
Rpl14	17125.725	16153.131	22876.512	17427.254	18600.09	20441.202	23530.015	20125.34	18795.31	22557.077	20735.999	18647	19608.578	20378.118	20752.011	18936.179	18118.084	17846.718	21609.807	18574.525	17703.615	16564.362	19612.846	18875.926
Rpl15	24791.509	23321.104	31088.981	24355.322	25848.673	31084.76	35478.405	25566.141	25788.452	36034.122	26383.856	27984.88	29271.615	25686.947	30569.868	27400.27	24209.244	26574.317	27745.578	21168.964	23955.549	23090.529	23864.001	26102.052
Rpl17	24354.78	14738.619	24247.855	23306.202	16786.397	23793.892	27056.328	18608.853	21583.237	26099.937	19615.144	20555.916	22313.159	21467.334	25132.365	20280.862	17987.492	21460.474	23993.065	16271.229	21271.403	20806.582	17016.617	20747.357
Rpl18	16794.8	24955.552	25628.188	16683.107	27269.62	24172.964	20984.059	25542.074	18697.094	22544.244	24379.871	21504.925	18341.353	18098.766	24450.011	18186.291	22881.865	21123.907	18765.114	22212.617	17090.464	15162.212	23228.435	19109.716
Rpl19	33467.241	28056.65	35864.419	32281.856	30615.574	35992.721	41155.238	33651.314	31767.396	40883.227	33856.657	31071.228	32761.689	36124.037	42508.783	30651.735	32455.354	33575.011	32153.256	30547.217	32809.968	29622.601	32451.302	33577.462
Rpl21	18685.593	15022.705	23046.967	18718.769	18499.256	21988.04	23900.541	18536.18	22648.619	23418.658	16834.223	22443.781	20441.305	17840.014	25949.725	19241.8	20247.601	23383.543	21645.704	17071.364	22001.471	17589.295	17800.687	21988.766
Rpl22	11227.49	5375.168	20731.378	11350.856	8344.743	19548.654	17067.742	6875.739	15353.025	16929.265	7152.429	16998.063	11184.532	13280.578	19752.752	10500.612	8463.258	17496.769	11486.898	5893.184	13959.968	8290.191	7532.642	15841.652
